project_name,queue_position,fuel_primary,fuel_secondary,fuel_tertiary,net_mw,county,state,utility,pto_study_region,poi_station_or_line,application_status,status,technology,is_withdrawn,is_completed,is_active
ZETA,1728.0,Battery,Solar,,75.0,MERCED,CA,PGAE,Fresno,Mercy Springs 70 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
HAWKINS SOLAR HYBRID,1736.0,Solar,Battery,,250.0,KERN,CA,PGAE,Kern,Arco 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
PUFF HYBRID SOLAR,1740.0,Battery,Solar,,100.0,KERN,CA,PGAE,Kern,Arco 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
CRYSTAL FLATS ,1744.0,Solar,Battery,,100.0,KERN,CA,PGAE,Kern,Lamont 115 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
SUNRISE POWER IMPROVEMENT,1745.0,Natural Gas,,,35.0,KERN,CA,PGAE,Kern,Midway 230 kV,ACTIVE,active,other,0,0,1
WINDWALKER OFFSHORE,1750.0,Wind Turbine,,,1000.0,SAN LUIS OBISPO,CA,PGAE,Kern,Diablo Canyon 500 kV,ACTIVE,active,wind,0,0,1
WINSTON HYBRID PV AND BESS,1751.0,Battery,Solar,,200.0,KERN,CA,PGAE,Kern,Midway 115 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
COBALT,1757.0,Battery,Solar,,250.0,RIVERSIDE,CA,SCE,Eastern,Colorado River Substation 220kV,ACTIVE,active,hybrid_solar_storage,0,0,1
DESERT SANDS,1758.0,Battery,,,300.0,RIVERSIDE,CA,SCE,Eastern,Devers Substation 230kV,ACTIVE,active,storage,0,0,1
GRACE ENERGY CENTER,1761.0,Solar,Battery,,500.0,RIVERSIDE,CA,SCE,Eastern,Colorado River Substation 230kV,ACTIVE,active,hybrid_solar_storage,0,0,1
SAPPHIRE SOLAR,1764.0,Battery,Solar,,117.0,RIVERSIDE,CA,SCE,Eastern,Red Bluff Substation 230kV,ACTIVE,active,hybrid_solar_storage,0,0,1
COMMERCE ENERGY STORAGE 2,1766.0,Battery,,,250.0,LOS ANGELES,CA,SCE,Metro,Laguna Bell Substation 230kV,ACTIVE,active,storage,0,0,1
ROADHOUSE STORAGE,1768.0,Battery,,,300.0,SAN BERNARDINO,CA,SCE,Metro,Mira Loma Substation 230kV,ACTIVE,active,storage,0,0,1
OVERNIGHT SOLAR,1774.0,Solar,Battery,,150.0,SAN BERNARDINO,CA,SCE,NOL,Kramer Substation 230kV,ACTIVE,active,hybrid_solar_storage,0,0,1
SEGS EXPANSION 2 HYBRID,1775.0,Battery,Solar,,100.0,SAN BERNARDINO,CA,SCE,NOL,Kramer Junction Substation 230kV,ACTIVE,active,hybrid_solar_storage,0,0,1
BELLEFIELD 3 SOLAR FARM,1779.0,Battery,Solar,,150.0,KERN,CA,SCE,Northern,Windhub Substation 230kV,ACTIVE,active,hybrid_solar_storage,0,0,1
WILLOW ROCK ENERGY STORAGE,1782.0,Battery,Other,,500.0,KERN,CA,SCE,Northern,Whirlwind Substation 230kV,ACTIVE,active,storage,0,0,1
SHOALS ENERGY STORAGE,1783.0,Battery,,,400.0,VENTURA,CA,SCE,Northern,Mandalay Switchyard 220kV,ACTIVE,active,storage,0,0,1
KEYHOLE WIND,1784.0,Wind Turbine,,,100.0,KERN,CA,SCE,Northern,Whirlwind Substation 230kV,ACTIVE,active,wind,0,0,1
REXFORD 2 SOLAR FARM,1789.0,Battery,Solar,,200.0,TULARE,CA,SCE,Northern,Vestal Substation 230kV,ACTIVE,active,hybrid_solar_storage,0,0,1
SANBORN HYBRID 4,1790.0,Battery,Solar,,100.0,KERN,CA,SCE,Northern,Windhub Substation 230kV,ACTIVE,active,hybrid_solar_storage,0,0,1
SANBORN 5 HYBRID,1791.0,Solar,,,550.0,KERN,CA,SCE,Northern,Windhub Substation 230kV,ACTIVE,active,solar,0,0,1
SEQUOIA,1792.0,Battery,Solar,,200.0,TULARE,CA,SCE,Northern,Vestal Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
ARIDA 3 SOLAR FARM,1795.0,Battery,Solar,,450.0,CLARK,NV,SCE,EOP,Mohave Substation 500kV,ACTIVE,active,hybrid_solar_storage,0,0,1
DELAMAR ENERGY STORAGE,1796.0,Battery,,,250.0,CLARK,NV,SCE,EOP,Eldorado Substation 230kV,ACTIVE,active,storage,0,0,1
CALVADA SPRINGS SOLAR,1798.0,Solar,Battery,,250.0,INYO,CA,GLW,EOP,Trout Canyon Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
ROUGH HAT 2,1799.0,Battery,Solar,,200.0,CLARK,NV,GLW,EOP,Trout Canyon Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
PURPLE SAGE ENERGY CENTER,1800.0,Battery,Solar,,400.0,CLARK,NV,GLW,EOP,Trout Canyon Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
WATER ROCK SOLAR 1,1801.0,Solar,Battery,,200.0,NYE,NV,GLW,EOP,Gamebird Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
CAPTIVA ENERGY STORAGE,1806.0,Battery,,,250.0,ORANGE,CA,SDGE,SDGE,Trabuco - Capistrano 138 kV Line,ACTIVE,active,storage,0,0,1
EAST FIELD ENERGY STORAGE,1810.0,Battery,,,300.01,SAN DIEGO,CA,SDGE,SDGE,Otay Mesa Switchyard 230 kV,ACTIVE,active,storage,0,0,1
DATELAND ENERGY COMPLEX,1812.0,Solar,Battery,,350.0,YUMA,AZ,SDGE,SDGE,Hoodoo Wash Switchyard 500 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
SADDLE MOUNTAIN SOLAR,1818.0,Solar,,,125.0,MARICOPA,AZ,SDGE,SDGE,Hassayampa Common Bus 500 kV,ACTIVE,active,solar,0,0,1
SCAFELL STORAGE,1820.0,Battery,,,50.0,SAN DIEGO,CA,SDGE,SDGE,Creelman Substation 69 kV,ACTIVE,active,storage,0,0,1
SEGURO STORAGE,1821.0,Battery,,,400.0,SAN DIEGO,CA,SDGE,SDGE,Escondido Substation 230 kV,ACTIVE,active,storage,0,0,1
VIENTO FRONTERIZO,1824.0,Wind Turbine,,,972.82,MUNICIPALITY OF TECATE,MX,SDGE,SDGE,East County Substation 500 kV,ACTIVE,active,wind,0,0,1
TOLENAS,1842.0,Battery,,,400.0,SOLANO,CA,PGAE,NGBA,Lambie 230 kV,ACTIVE,active,storage,0,0,1
BRUSHY,1843.0,Battery,,,400.0,SOLANO,CA,PGAE,NGBA,Lambie 230 kV,ACTIVE,active,storage,0,0,1
WILDHORSE ENERGY CENTER,1846.0,Battery,,,120.0,SONOMA,CA,PGAE,NGBA,Fulton 230 kV,ACTIVE,active,storage,0,0,1
HIGH WINDS STORAGE,1850.0,Battery,,,100.0,SOLANO,CA,PGAE,,Birds Landing 230 kV,ACTIVE,active,storage,0,0,1
CORBY 2,1854.0,Battery,,,400.0,SOLANO,CA,PGAE,,Vaca-Dixon 230 kV,ACTIVE,active,storage,0,0,1
ARGES BESS,1856.0,Battery,,,100.0,SOLANO,CA,PGAE,NGBA,Vaca-Dixon 115 kV,ACTIVE,active,storage,0,0,1
MAYACAMAS GEOTHERMAL,1859.0,Geothermal,,,53.0,SONOMA,CA,PGAE,NGBA,Geysers #3-Cloverdale 115 kV Line,ACTIVE,active,other,0,0,1
VERBENA ENERGY STORAGE,1862.0,Battery,,,49.2,SUTTER,CA,PGAE,,at Switch 125 outside Harter Sub,ACTIVE,active,storage,0,0,1
TOWNSHIP POWER BANK,1864.0,Battery,,,49.0,SUTTER,CA,PGAE,NGBA,Greenleaf #1 115 kV Tap,ACTIVE,active,storage,0,0,1
SEAHAWK STORAGE,1865.0,Battery,,,200.0,SANTA CRUZ,CA,PGAE,GBAY,Green Valley 115 kV,ACTIVE,active,storage,0,0,1
TOKAY STORAGE,1866.0,Battery,,,100.0,SANTA CLARA,CA,PGAE,GBAY,Santa Teresa 115 kV,ACTIVE,active,storage,0,0,1
STAGELINE ENERGY STORAGE,1871.0,Battery,,,200.0,BUTTE,CA,PGAE,NGBA,Palermo 115 kV,ACTIVE,active,storage,0,0,1
ALLEGHENY ENERGY STORAGE,1872.0,Battery,,,325.0,CONTRA COSTA,CA,PGAE,GBAY,Pittsburg 115 kV,ACTIVE,active,storage,0,0,1
DELILAH ENERGY STORAGE,1875.0,Battery,,,500.0,CONTRA COSTA,CA,PGAE,GBAY,Pittsburg-Tesla #1 230 kV Line,ACTIVE,active,storage,0,0,1
DOUBLE SPRINGS ENERGY STORAGE,1876.0,Battery,,,100.0,CALAVERAS,CA,PGAE,GBAY,Valley Springs 60 kV,ACTIVE,active,storage,0,0,1
PALMETTO ENERGY STORAGE,1880.0,Battery,,,75.0,ALAMEDA,CA,PGAE,GBAY,Oakland C 115 kV ,ACTIVE,active,storage,0,0,1
SPECTRUM ENERGY STORAGE,1881.0,Battery,,,500.0,ALAMEDA,CA,PGAE,GBAY,Tesla-Newark #1 230 kV Line,ACTIVE,active,storage,0,0,1
PRESIDIO,1887.0,Battery,Solar,,350.0,SAN JOAQUIN,CA,PGAE,NGBA,Rancho Seco-Bellota #1 230 kV Line,ACTIVE,active,hybrid_solar_storage,0,0,1
HOLMAN,1889.0,Battery,Wind Turbine,,1500.0,MONTEREY,CA,PGAE,GBAY,Moss Landing 500 kV,ACTIVE,active,storage,0,0,1
HARMONY STORAGE 2,1892.0,Battery,,,300.0,CONTRA COSTA,CA,PGAE,GBAY,Contra Costa PP 230 kV ,ACTIVE,active,storage,0,0,1
OAKDALE STORAGE,1895.0,Battery,,,100.0,STANISLAUS,CA,PGAE,GBAY,Cottle 230 kV,ACTIVE,active,storage,0,0,1
PATHFINDER STORAGE,1896.0,Battery,,,260.0,SAN JOAQUIN,CA,PGAE,GBAY,Weber 60 kV,ACTIVE,active,storage,0,0,1
BAYLANDS BATTERY,1900.0,Battery,,,250.0,SAN MATEO,CA,PGAE,GBAY,Martin 115 kV,ACTIVE,active,storage,0,0,1
GOLDEN FLATS,1903.0,Battery,,,300.0,STANISLAUS,CA,PGAE,Fresno,Westly-Quinto 230 kV,ACTIVE,active,storage,0,0,1
NORTHEAST CENTRAL VALLEY,1904.0,Battery,,,300.0,SAN JOAQUIN,CA,PGAE,,Bellota 115 kV,ACTIVE,active,storage,0,0,1
ZORIN STORAGE,1911.0,Battery,,,180.0,ALAMEDA,CA,PGAE,GBAY,Newark 230 kV,ACTIVE,active,storage,0,0,1
ESPRESSO,1912.0,Battery,,,300.0,ALAMEDA,CA,PGAE,,Tesla 230 kV,ACTIVE,active,storage,0,0,1
BLACK DIAMOND ES2,1914.0,Battery,,,175.0,CONTRA COSTA,CA,PGAE,GBAY,Pittsburg 230 kV,ACTIVE,active,storage,0,0,1
SHERMAN ENERGY STORAGE,1915.0,Battery,,,250.0,CONTRA COSTA,CA,PGAE,GBAY,Contra Costa PP 230 kV,ACTIVE,active,storage,0,0,1
KIFER BESS 1,1918.0,Battery,,,50.0,SANTA CLARA,CA,PGAE,GBAY,KEN-OKJ 60 kV,ACTIVE,active,storage,0,0,1
SUNBEAM STORAGE,1919.0,Battery,,,65.0,SAN MATEO,CA,PGAE,GBAY,Cooley Landing 60 kV,ACTIVE,active,storage,0,0,1
ZEUS BESS,1920.0,Battery,,,200.0,SAN JOAQUIN,CA,PGAE,,Schulte 115 kV,ACTIVE,active,storage,0,0,1
ALLIUM HYBRID,1921.0,Battery,Solar,,110.0,SAN BENITO,CA,PGAE,GBAY,Crazy Horse Canyon-Hollister 115 kV Line,ACTIVE,active,hybrid_solar_storage,0,0,1
ALTA CASA STORAGE,1922.0,Battery,,,500.0,SAN JOAQUIN,CA,PGAE,GBAY,Tesla 500 kV,ACTIVE,active,storage,0,0,1
EL REY POWER BANK,1928.0,Battery,,,120.0,MONTEREY,CA,PGAE,GBAY,Coburn-Basic Energy 60 kV Line,ACTIVE,active,storage,0,0,1
APACHE STORAGE,1930.0,Battery,,,200.0,FRESNO,CA,PGAE,Kern,Sanger 115 kV,ACTIVE,active,storage,0,0,1
COUGAR STORAGE,1932.0,Battery,,,200.0,MERCED,CA,PGAE,Fresno,Wilson 115 kV,ACTIVE,active,storage,0,0,1
PUMA STORAGE,1933.0,Battery,,,200.0,MADERA,CA,PGAE,Fresno,Borden 230 kV,ACTIVE,active,storage,0,0,1
LOTUS SOLAR 2,1934.0,Battery,Solar,,200.0,MADERA,CA,PGAE,Fresno,Borden 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
ELYSIAN,1935.0,Solar,Battery,,200.0,FRESNO,CA,PGAE,Fresno,Tranquility 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
WINGTIP SOLAR 1,1943.0,Solar,Battery,,1150.0,MERCED,CA,PGAE,S500,Los Banos 500 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
DARDEN,1949.0,Battery,Solar,,1150.0,FRESNO,CA,PGAE,S500,Manning-Midway 500kV Line,ACTIVE,active,hybrid_solar_storage,0,0,1
AUSTRALIS,1952.0,Solar,Battery,,300.0,MERCED,CA,PGAE,Fresno,Los Banos 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
FLORES STORAGE,1953.0,Battery,,,150.0,MADERA,CA,PGAE,Fresno,Gregg 230 kV,ACTIVE,active,storage,0,0,1
HUASO HYBRID,1954.0,Battery,Solar,,100.0,FRESNO,CA,PGAE,Fresno,Gates 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
CIERVO MOUNTAIN HYBRID,1955.0,Battery,Solar,,125.0,FRESNO,CA,PGAE,Fresno,Excelsior 115 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
CLARKSON,1956.0,Battery,Solar,,200.0,FRESNO,CA,PGAE,Fresno,Tranquility 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
SPIKES PEAK SOLAR,1958.0,Solar,Battery,,150.0,MERCED,CA,PGAE,Fresno,Quinto 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
CORNUCOPIA HYBRID,1959.0,Battery,Solar,,300.0,FRESNO,CA,PGAE,Fresno,Gates-Templeton 230 kV Line ,ACTIVE,active,hybrid_solar_storage,0,0,1
LOCK STORAGE,1962.0,Battery,,,500.01,FRESNO,CA,PGAE,S500,Gates 500 kV,ACTIVE,active,storage,0,0,1
ALMANDE ENERGY STORAGE,1963.0,Battery,,,250.0,MERCED,CA,PGAE,Fresno,Wilson 230 kV,ACTIVE,active,storage,0,0,1
ORLEANS,1966.0,Solar,Battery,,25.0,FRESNO,CA,PGAE,Fresno,Giffen 70 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
PLUM,1968.0,Solar,Battery,,1000.0,KINGS,CA,PGAE,Fresno,Gates 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
BUTTERCUP HYBRID SOLAR,1970.0,Solar,Battery,,130.0,MERCED,CA,PGAE,Fresno,Le Grand 115 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
PEACEFUL HOLLOW BESS,1973.0,Battery,,,75.0,FRESNO,CA,PGAE,Fresno,Tranquility 230kV,ACTIVE,active,storage,0,0,1
TARRAGON HYBRID,1975.0,Solar,Battery,,35.0,FRESNO,CA,PGAE,Fresno,Crescent 70 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
VALETUDO ENERGY STORAGE,1977.0,Battery,,,75.0,MADERA,CA,PGAE,Fresno,Chowchilla 115 kV,ACTIVE,active,storage,0,0,1
ARTEMIS,1980.0,Solar,Battery,,400.0,KERN,CA,PGAE,Kern,Arco 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
PHAENON,1983.0,Solar,Battery,,100.0,KERN,CA,PGAE,Kern,Shafter 115 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
BUTTONBUSH SOLAR 2,1987.0,Solar,Battery,,350.0,KERN,CA,PGAE,S500,Midway 500 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
EIGER ENERGY STORAGE,1994.0,Battery,,,100.0,KERN,CA,PGAE,Kern,Lamont 115 kV,ACTIVE,active,storage,0,0,1
EVEREST ENERGY STORAGE,1995.0,Battery,,,200.0,KERN,CA,PGAE,Kern,Kern PP 230 kV,ACTIVE,active,storage,0,0,1
SERENA STORAGE,2001.0,Battery,,,110.0,KERN,CA,PGAE,Kern,Kern PP 230 kV,ACTIVE,active,storage,0,0,1
VALLEY SUNLIGHT REFINERY,2004.0,Solar,Battery,,400.0,KINGS,CA,PGAE,Kern,Gates-Midway 230 kV Line,ACTIVE,active,hybrid_solar_storage,0,0,1
CHERRY LANE HYBRID,2015.0,Battery,Solar,,300.0,KERN,CA,PGAE,Kern,Wheeler Ridge 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
ARIELLA SOLAR,2017.0,Solar,Battery,,160.0,TULARE,CA,PGAE,Kern,Olive 115 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
HIDDEN KNOLLS BESS,2018.0,Battery,,,30.0,KERN,CA,PGAE,Kern,Arco-Carneras 70 kV Line,ACTIVE,active,storage,0,0,1
SOCORRO PEAK SOLAR,2022.0,Solar,Battery,,350.0,LA PAZ,AZ,DCRT,Eastern,Cielo Azul Substation 500 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
JOVE SOLAR,2023.0,Solar,Battery,,2000.0,LA PAZ,AZ,DCRT,Eastern,Cielo Azul Substation 500 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
RANEGRAS PVS,2025.0,Battery,Solar,,700.0,LA PAZ,AZ,DCRT,Eastern,Colorado River-Delaney 500 kV line,ACTIVE,active,hybrid_solar_storage,0,0,1
HARQUAHALA FLATS 2,2027.0,Battery,Solar,,400.0,MARICOPA,AZ,DCRT,Eastern,Delaney Substation 500 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
HARQUAHALA SUNRISE 2,2029.0,Solar,Battery,,150.0,MARICOPA,AZ,DCRT,Eastern,Delaney Substation 500 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
TROLLEY,2032.0,Battery,,,400.0,SAN BERNARDINO,CA,SCE,Eastern,Etiwanda Substation 230 kV,ACTIVE,active,storage,0,0,1
CARMINE,2033.0,Battery,,,285.0,RIVERSIDE,CA,SCE,Eastern,Colorado River Substation 230 kV,ACTIVE,active,storage,0,0,1
REDONDA,2036.0,Solar,Battery,,250.0,RIVERSIDE,CA,SCE,Eastern,Red Bluff Substation 220 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
SANDRIFT STORAGE 1,2039.0,Battery,,,250.0,RIVERSIDE,CA,SCE,Eastern,Red Bluff Substation 230 kV,ACTIVE,active,storage,0,0,1
SANDRIFT STORAGE 2,2041.0,Battery,,,250.0,RIVERSIDE,CA,SCE,Eastern,Red Bluff Substation 230 kV,ACTIVE,active,storage,0,0,1
EASLEY,2042.0,Battery,Solar,,650.0,RIVERSIDE,CA,SCE,Eastern,Red Bluff Substation 500 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
INVICTUS,2045.0,Battery,Solar,,300.0,RIVERSIDE,CA,SCE,Eastern,Colorado River 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
TWIN PALMS SOLAR,2048.0,Battery,Solar,,280.0,RIVERSIDE,CA,SCE,Eastern,Colorado River Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
BOUSE SOLAR AND STORAGE PLANT,2052.0,Solar,Battery,,1000.0,LA PAZ,AZ,SCE,Eastern,Colorado River - Palo Verde 500kV ,ACTIVE,active,hybrid_solar_storage,0,0,1
EUISMOD,2055.0,Solar,Battery,,600.0,KERN,CA,SCE,Northern,WHIRLWIND Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
J90 ENERGY STORAGE,2059.0,Battery,,,250.0,LOS ANGELES,CA,SCE,Northern,Antelope Substation 230 kV,ACTIVE,active,storage,0,0,1
SAGEBRUSH ENERGY STORAGE,2060.0,Battery,,,500.0,KERN,CA,SCE,Northern,Vincent Substation 230 kV,ACTIVE,active,storage,0,0,1
JUNIPER STORAGE,2061.0,Solar,Battery,,150.0,LOS ANGELES,CA,SCE,Northern,Vincent - Pearblossom 230 kV line,ACTIVE,active,hybrid_solar_storage,0,0,1
DORIAN STORAGE,2062.0,Battery,,,200.0,LOS ANGELES,CA,SCE,Northern,Antelope Substation 230 kV,ACTIVE,active,storage,0,0,1
ELION ENERGY STORAGE,2064.0,Battery,,,300.0,LOS ANGELES,CA,SCE,Northern,Antelope ValleySubstation 230 kV,ACTIVE,active,storage,0,0,1
DRIFTER ENERGY STORAGE,2066.0,Battery,,,500.0,VENTURA,CA,SCE,Northern,Moorpark Substation 230 kV,ACTIVE,active,storage,0,0,1
BOBOR STORAGE,2068.0,Battery,,,150.0,TULARE,CA,SCE,Northern,Rector Substation 230 kV,ACTIVE,active,storage,0,0,1
SOLEIL CANTIL,2078.0,Solar,Battery,,350.0,KERN,CA,SCE,Northern,Windhub Substation 500kV,ACTIVE,active,hybrid_solar_storage,0,0,1
MINERAL KING SOLAR,2081.0,Solar,Battery,,200.0,TULARE,CA,SCE,Northern,Rector Substation 220 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
ELECTRON,2082.0,Battery,,,300.0,LOS ANGELES,CA,SCE,Northern,ANTELOPE Substation 220 kV,ACTIVE,active,storage,0,0,1
SOLSKEN,2085.0,Battery,Solar,,460.0,TULARE,CA,SCE,Northern,Springville Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
GREASEWOOD ENERGY STORAGE,2089.0,Battery,,,500.0,KERN,CA,SCE,Northern,Whirlwind Substation 500 kV,ACTIVE,active,storage,0,0,1
ROSA STORAGE,2092.0,Battery,,,500.0,VENTURA,CA,SCE,Northern,Moorpark Substation 230 kV,ACTIVE,active,storage,0,0,1
HIDALGO ENERGY STORAGE,2096.0,Battery,,,400.0,SAN BERNARDINO,CA,SCE,NOL,Kramer-Lugo #1 220 kV,ACTIVE,active,storage,0,0,1
SIENNA SOLAR 2,2097.0,Solar,Battery,,55.0,SAN BERNARDINO,CA,SCE,NOL,Calcite Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
WESTON STORAGE,2101.0,Battery,,,200.0,SAN BERNARDINO,CA,SCE,NOL,Kramer Substation 230 kV,ACTIVE,active,storage,0,0,1
CADY SOLAR,2103.0,Solar,Battery,,300.0,SAN BERNARDINO,CA,SCE,NOL,Pisgah Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
DOS PALMAS,2104.0,Battery,,,400.0,SAN BERNARDINO,CA,SCE,NOL,Victor Substation 230 kV,ACTIVE,active,storage,0,0,1
CONDUIT ENERGY STORAGE,2105.0,Battery,,,500.0,SAN BERNARDINO,CA,SCE,NOL,Lugo Substation 500 kV,ACTIVE,active,storage,0,0,1
FLEETWOOD,2111.0,Battery,,,400.0,LOS ANGELES,CA,SCE,Metro,Litehipe Substation 230 kV,ACTIVE,active,storage,0,0,1
GABRIEL STORAGE,2113.0,Battery,,,400.0,LOS ANGELES,CA,SCE,Metro,Rio Hondo Substation 230 kV,ACTIVE,active,storage,0,0,1
DIRAC,2114.0,Battery,,,400.0,SAN BERNARDINO,CA,SCE,Metro,Chino Substation 230 kV,ACTIVE,active,storage,0,0,1
SIMON,2115.0,Battery,,,400.0,LOS ANGELES,CA,SCE,Metro,La Cienega Substation 230 kV,ACTIVE,active,storage,0,0,1
MARICI,2116.0,Battery,,,400.0,LOS ANGELES,CA,SCE,Metro,Walnut Substation 230 kV,ACTIVE,active,storage,0,0,1
CORAL REEF,2117.0,Battery,,,400.0,LOS ANGELES,CA,SCE,Metro,El Nido Substation 230 kV,ACTIVE,active,storage,0,0,1
GREENWOOD ENERGY STORAGE,2121.0,Battery,,,250.0,LOS ANGELES,CA,SCE,Metro,Mesa Substation 500 kV,ACTIVE,active,storage,0,0,1
TABLA ENERGY STORAGE,2124.0,Battery,,,300.0,LOS ANGELES,CA,SCE,Metro,Rio Hondo Substation 230 kV,ACTIVE,active,storage,0,0,1
TYRELL ENERGY STORAGE,2125.0,Battery,,,300.0,ORANGE,CA,SCE,Metro,Viejo Substation 230kV,ACTIVE,active,storage,0,0,1
LOS NIETOS,2129.0,Battery,,,100.0,ORANGE,CA,SCE,Metro,Johanna Substation 230 kV,ACTIVE,active,storage,0,0,1
MERLIN STORAGE,2131.0,Battery,,,200.0,LOS ANGELES,CA,SCE,Metro,Hinson Substation 220 kV,ACTIVE,active,storage,0,0,1
HAVEN STORAGE,2136.0,Battery,,,300.0,LOS ANGELES,CA,SCE,Metro,Rio Hondo Substation 230 kV,ACTIVE,active,storage,0,0,1
COMMERCE ENERGY STORAGE 3,2139.0,Battery,,,250.0,L.A,CA,SCE,Metro,Laguna Bell Substation 230 kV,ACTIVE,active,storage,0,0,1
STERLING,2140.0,Battery,Solar,,250.0,CLARK,NV,SCE,EOP,Mohave Substation 500 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
DELAMAR ENERGY STORAGE 2,2141.0,Battery,,,250.0,CLARK,NV,SCE,EOP,SCE portion of Eldorado Substation 230 kV,ACTIVE,active,storage,0,0,1
SILVER STAR SOLAR,2142.0,Battery,Solar,,500.0,NYE,NV,GLW,EOP,Lathrop Wells Substation 230 kV ,ACTIVE,active,hybrid_solar_storage,0,0,1
ROCK VALLEY ENERGY CENTER,2144.0,Battery,Solar,,500.0,NYE,NV,GLW,EOP,Beatty Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
DANDELION HYBRID SOLAR,2145.0,Solar,Battery,,220.0,NYE,NV,GLW,EOP,Vista Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
WATER ROCK SOLAR 2,2146.0,Battery,Solar,,500.0,NYE,NV,GLW,EOP,Gamebird Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
KAWICH,2147.0,Solar,Battery,,350.0,CLARK,NV,GLW,EOP,Innovation-Desert View 230 kV Line,ACTIVE,active,hybrid_solar_storage,0,0,1
MOSEY,2148.0,Battery,Solar,,500.0,CLARK,NV,GLW,EOP,Trout Canyon Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
SUNBAKED SOLAR,2149.0,Battery,Solar,,500.0,INYO,CA,GLW,EOP,Trout Canyon Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
LARREA SOLAR,2150.0,Solar,Battery,,300.0,CLARK,NV,GLW,EOP,Trout Canyon Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
FRIGATEBIRD STORAGE,2153.0,Battery,,,200.0,SAN DIEGO,CA,SDGE,SDGE,Silvergate Substation 230 kV,ACTIVE,active,storage,0,0,1
REMY,2154.0,Battery,Solar,,300.0,YUMA,AZ,SDGE,SDGE,Hoodoo Wash Switchyard 500 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
GNARLY OSAGE,2157.0,Battery,,,300.0,SAN DIEGO,CA,SDGE,SDGE,Encina Substation 138 kV,ACTIVE,active,storage,0,0,1
ALISA SOLAR ENERGY COMPLEX,2161.0,Solar,Battery,,200.0,YUMA,AZ,SDGE,SDGE,Hoodoo Wash - North Gila 500 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
SOLAR DE MEXICALI,2162.0,Solar,Battery,,275.0,BAJA CALIFORNIA,MX,SDGE,SDGE,Imperial Valley Substation 230 kV,ACTIVE,active,hybrid_solar_storage,0,0,1
UMBRIEL,2166.0,Battery,Solar,,1150.0,IMPERIAL,CA,SDGE,SDGE,North Gila - Imperial Valley 500 kV Line,ACTIVE,active,hybrid_solar_storage,0,0,1
HAMMERHEAD STORAGE,2167.0,Battery,,,70.0,SAN DIEGO,CA,SDGE,SDGE,Scripps Substation 69 kV,ACTIVE,active,storage,0,0,1
