Project Name,Queue Position,"Interconnection Request
Receive Date",Queue Date,Application Status,"Study
Process",Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Net MWs to Grid,"Full Capacity, Partial or Energy Only (FC/P/EO)",TPD Allocation Percentage,Off-Peak Deliverability and Economic Only,TPD Allocation Group,County,State,Utility,PTO Study Region,Station or Transmission Line,"Proposed
On-line Date
(as filed with IR)","Current
On-line Date",Suspension Status,Feasibility Study or Supplemental Review,"System Impact Study or 
Phase I Cluster Study","Facilities Study (FAS) or 
Phase II Cluster Study","Optional Study
(OS)","Interconnection Agreement 
Status",status,"Actual
On-line Date",Project Name - Confidential,Withdrawn Date,Reason for Withdrawal
WILLOW SPRINGS 2,643AJ,2010-07-30 00:00:00,2010-07-31 07:00:00,COMPLETED,C03,Photovoltaic,,,Solar,,,100,,,100,Full Capacity,,Off-Peak Deliverability,,KERN,CA,SCE,Northern,Whirlwind Sub 230 kV Bus,2013-06-01 07:00:00,,,,Complete,Complete,,Executed,completed,2019-01-29 08:00:00,,,
CENTINELA SOLAR ENERGY EXPANSION (45 MW) ,643AM,2010-07-30 00:00:00,2010-07-31 07:00:00,COMPLETED,C03,Photovoltaic,,,Solar,,,45,,,45,Full Capacity,,Off-Peak Deliverability,,IMPERIAL,CA,SDGE,,Imperial Valley Substation 230 kV,2014-03-01 08:00:00,,,,Complete,Complete,,Executed,completed,2014-08-15 07:00:00,,,
SPI ANDERSON 2,643G,2010-07-20 00:00:00,2010-07-31 07:00:00,COMPLETED,C03,Steam Turbine,Steam Turbine,,Biofuel,Biofuel,,27.15,27.15,,27.15,Full Capacity,,Off-Peak Deliverability,,,,PGAE,,Cascade-Cottonwood 115 kV,2012-03-01 08:00:00,,,,Complete,Complete,,Executed,completed,2015-09-09 07:00:00,,,
MESQUITE SOLAR 1 (FKA MESQUITE GENERATION),643T,2010-07-30 00:00:00,2010-07-31 07:00:00,COMPLETED,C03,Photovoltaic,,,Solar,,,165,,,165,Full Capacity,,Off-Peak Deliverability,,MARICOPA,AZ,SDGE,,Hassayampa Common Bus 500 kV,2015-10-31 07:00:00,,,,Complete,,,Executed,completed,2014-01-01 08:00:00,,,
RE MUSTANG,643W,2010-07-08 00:00:00,2010-07-31 07:00:00,COMPLETED,C03,Photovoltaic,Storage,,Solar,Battery,,100,75,,100,Full Capacity,,Off-Peak Deliverability,,KINGS,CA,PGAE,,Gates-Gregg 230 kV and Gates-McCall 230 kV,2014-06-30 07:00:00,,,,Complete,Complete,,Executed,completed,2021-10-29 07:00:00,,,
RE TRANQUILLITY,643X,2010-07-30 00:00:00,2010-07-31 07:00:00,COMPLETED,C03,Photovoltaic,Storage,,Solar,Battery,,200,72,,200,Full Capacity,,Off-Peak Deliverability,,FRESNO,CA,PGAE,,Helm-Panoche 230 kV and Panoche-Kearney 230kV,2014-06-30 07:00:00,,,,Complete,Complete,,Executed,completed,2022-03-16 07:00:00,,,
CHOWCHILLA SOLAR PROJECT,644,2010-08-16 00:00:00,2010-08-16 07:00:00,COMPLETED,SGIP-TC,Photovoltaic,,,Solar,,,20,,,20,Energy Only,,Off-Peak Deliverability,,MADERA,CA,PGAE,,Dairyland - Legrand 115 kV,2012-01-03 08:00:00,,,,Complete,Complete,,Executed,completed,2015-12-23 08:00:00,,,
JACUMBA SOLAR FARM,644A,2010-08-17 00:00:00,2010-08-17 07:00:00,COMPLETED,SGIP-TC,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,Off-Peak Deliverability,,SAN DIEGO,CA,SDGE,,East County Substation 138 kV,2012-05-01 07:00:00,,,,Complete,Complete,,Executed,completed,2017-07-25 07:00:00,,,
KENT SOUTH,650AB,2010-09-08 00:00:00,2010-09-08 07:00:00,COMPLETED,SGIP-TC,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,Off-Peak Deliverability,Group A,KINGS,CA,PGAE,,Henrietta-Tulare Lake 70kV,2012-12-31 08:00:00,,,,Complete,Complete,,Executed,completed,2014-12-24 08:00:00,,,
WEST ANTELOPE SOLAR (FKA: TA - ACACIA),651A,2010-09-21 00:00:00,2010-09-21 07:00:00,COMPLETED,SGIP-TC,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,Off-Peak Deliverability,,LOS ANGELES,CA,SCE,,Antlelope Sub 66 kV Bus,2012-06-30 07:00:00,,,,Complete,Complete,,Executed,completed,2014-11-13 08:00:00,,,
SOUTH KERN SOLAR PV PLANT,653EA,2010-09-30 00:00:00,2010-09-30 07:00:00,COMPLETED,SGIP-TC,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,Off-Peak Deliverability,,KERN,CA,PGAE,,Copus-Old River 70 kV,2012-04-01 07:00:00,,,,Complete,Complete,,Executed,completed,2015-04-07 07:00:00,,,
WESTERN ANTELOPE DRY RANCH,653H,2010-10-20 00:00:00,2010-10-20 07:00:00,COMPLETED,SGIP-TC,Photovoltaic,,,Solar,,,10,,,10,Full Capacity,,Off-Peak Deliverability,,LOS ANGELES,CA,SCE,Northern,Antelope Sub 66 kV Bus,2013-12-31 08:00:00,,,,Complete,Complete,,Executed,completed,2016-12-01 08:00:00,,,
WILDWOOD SOLAR I (FKA GOOSE LAKE SOLAR I),654,2010-10-25 00:00:00,2010-10-25 07:00:00,COMPLETED,SGIP-TC,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,Off-Peak Deliverability,,KERN,CA,PGAE,,Semitropic-Midway #2 115kV,2013-05-01 07:00:00,,,,Complete,Complete,,Executed,completed,2015-02-19 08:00:00,,,
CENTRAL ANTELOPE SOLAR (FKA WESTERN ANTELOPE BLUE SKY RANCH B),659,2010-12-15 00:00:00,2010-12-15 08:00:00,COMPLETED,SGIP-TC,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,Off-Peak Deliverability,,LOS ANGELES,CA,SCE,Northern,Antelope Sub 66 kV Bus,2013-12-31 08:00:00,,,,Complete,Complete,,Executed,completed,2016-05-06 07:00:00,,,
WESTERN ANTELOPE BLUE SKY RANCH A,660,2010-12-15 00:00:00,2010-12-15 08:00:00,COMPLETED,SGIP-TC,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,Off-Peak Deliverability,,LOS ANGELES,CA,SCE,Northern,Antelope Sub 66 kV Bus,2013-12-31 08:00:00,,,,Complete,Complete,,Executed,completed,2014-11-14 08:00:00,,,
SIERRA SOLAR GWX (FKA SILVER SUN GREENWORKS),662,2010-12-15 00:00:00,2010-12-15 08:00:00,COMPLETED,SGIP-TC,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,Off-Peak Deliverability,,LOS ANGELES,CA,SCE,Northern,Antelope Sub 66 kV Bus,2013-12-31 08:00:00,,,,Complete,Complete,,Executed,completed,2015-11-30 08:00:00,,,
BURFORD GIFFEN,679,2011-03-31 00:00:00,2011-03-31 07:00:00,COMPLETED,C04,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,Off-Peak Deliverability,,FRESNO,CA,PGAE,,Giffen substation 70 KV,2013-09-05 07:00:00,,,,Complete,Complete,,Executed,completed,2017-06-16 07:00:00,,,
COLUMBIA SOLAR ENERGY 2 FKA COLUMBIA SOLAR ENERGY II,687,2011-03-31 00:00:00,2011-03-31 07:00:00,COMPLETED,C04,Photovoltaic,,,Solar,,,20,,,20,Partial Capacity,10,Off-Peak Deliverability,Group D,CONTRA COSTA,CA,PGAE,Northern,Pittsburg-Kirker-Columbia Steel 115 kV Line,2012-12-31 08:00:00,,,,Complete,Complete,,Executed,completed,2015-10-21 07:00:00,,,
FRONTIER SOLAR ,705,2011-03-28 00:00:00,2011-03-31 07:00:00,COMPLETED,C04,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,Off-Peak Deliverability,,KERN,CA,PGAE,,Arco-Carneras 70 kV line,2013-09-05 07:00:00,,,,Complete,Complete,,Executed,completed,2019-02-05 08:00:00,,,
GOLDEN HILLS 2 WIND,709,2011-03-31 00:00:00,2011-03-31 07:00:00,COMPLETED,C04,Wind Turbine,,,Wind Turbine,,,36,,,36,Full Capacity,,Off-Peak Deliverability,,ALAMEDA,CA,PGAE,,Tesla Sub 115  KV,2013-12-31 08:00:00,,,,Complete,Complete,,Executed,completed,2015-12-18 08:00:00,,,
LOTUS SOLAR FARM,723,2011-03-31 00:00:00,2011-03-31 07:00:00,COMPLETED,C04,Photovoltaic,,,Solar,,,50,,,50,Full Capacity,,Off-Peak Deliverability,,MADERA,CA,PGAE,,Borden 70kV,2014-07-01 07:00:00,,,,Complete,Complete,,Executed,completed,2020-05-30 07:00:00,,,
RE ASTORIA,746,2011-03-31 00:00:00,2011-03-31 07:00:00,COMPLETED,C04,Photovoltaic,,,Solar,,,175,,,175,Full Capacity,,Off-Peak Deliverability,,KERN,CA,SCE,Northern,Whirlwind Substation 220kV,2014-12-31 08:00:00,,,,Complete,Complete,,Executed,completed,2016-10-31 07:00:00,,,
MORELOS DEL SOL (FKA TWISSLEMAN I),775,2011-03-31 00:00:00,2011-03-31 07:00:00,COMPLETED,C04,Photovoltaic,,,Solar,,,15,,,15,Full Capacity,,Off-Peak Deliverability,,KERN,CA,PGAE,,Arco-Twisselman 70 KV,2014-07-10 07:00:00,,,,Complete,Complete,,Executed,completed,2015-11-25 08:00:00,,,
NORTH LANCASTER SOLAR (FKA WESTERN ANTELOPE DRY RANCH ADDITION),778,2011-03-31 00:00:00,2011-03-31 07:00:00,COMPLETED,C04,Photovoltaic,,,Solar,,,20,,,20,Energy Only,,Off-Peak Deliverability,,LOS ANGELES,CA,SCE,Northern,Antelope Substation 66 kV bus,2013-12-31 08:00:00,,,,Complete,Complete,,Executed,completed,2016-12-31 08:00:00,,,
KINGBIRD SOLAR A (FKA AV SOLAR RANCH 2-A),795,2011-03-31 00:00:00,2011-03-31 07:00:00,COMPLETED,C04,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,Off-Peak Deliverability,,KERN,CA,SCE,Northern,Whirlwind Substation 230 kV bus,2013-08-30 07:00:00,,,,Complete,Complete,,Executed,completed,2016-04-30 07:00:00,,,
KINGBIRD SOLAR B (FKA AV SOLAR RANCH 2-B,796,2011-03-31 00:00:00,2011-03-31 07:00:00,COMPLETED,C04,Photovoltaic,,,Solar,,,20,,,20,Full Capacity,,Off-Peak Deliverability,,KERN,CA,SCE,Northern,Whirlwind Substation 230 kV bus,2013-08-30 07:00:00,,,,Complete,Complete,,Executed,completed,2016-04-30 07:00:00,,,
PV2 PANOCHE VALLEY SOLAR (AKA SGE PANOCHE VALLEY SOLAR),829,2011-03-31 00:00:00,2011-03-31 07:00:00,COMPLETED,C04,Photovoltaic,,,Solar,,,140,,,140,Full Capacity,,Off-Peak Deliverability,,SAN BENITO,CA,PGAE,,Moss-Panoche and Coburn-Panoche 230 KV,2015-12-30 08:00:00,,,,Complete,Complete,,Executed,completed,2018-11-26 08:00:00,,,
BLUE HORNET SOLAR,838,2011-03-31 00:00:00,2011-03-31 07:00:00,COMPLETED,C04,Photovoltaic,,,Solar,,,100,,,100,Full Capacity,,Off-Peak Deliverability,,IMPERIAL,CA,SDGE,,Imperial Valley Substation 230 kV,2015-12-31 08:00:00,,,,Complete,Complete,,Executed,completed,2022-11-04 07:00:00,,,
COPPER MOUNTAIN SOLAR 4,855,2011-03-31 00:00:00,2011-03-31 07:00:00,COMPLETED,C04,Photovoltaic,,,Solar,,,92,,,92,Full Capacity,,Off-Peak Deliverability,,CLARK,NV,SDGE,,Merchant Switchyard 230 kV,2013-02-28 08:00:00,,,,Complete,Complete,,Executed,completed,2016-12-02 08:00:00,,,
VASCO WIND PROJECT,860,2011-03-31 00:00:00,2011-03-31 07:00:00,COMPLETED,ISP,Wind Turbine,,,Wind Turbine,,,3.1,,,3.1,Partial Capacity,40.12,Off-Peak Deliverability,Group B,CONTRA COSTA,CA,PGAE,,Lone Tree-Cayetano at the Jackson Substation,2011-12-01 08:00:00,,,,Complete,Complete,,,completed,2011-11-30 08:00:00,,,
CALIFORNIA FLATS SOLAR,877,2012-03-23 00:00:00,2012-04-02 07:00:00,COMPLETED,C05,Photovoltaic,Storage,,Solar,Battery,,280,60,,280,Full Capacity,,Off-Peak Deliverability,,MONTEREY,CA,PGAE,,Morro-Gates 230kV line,2015-10-30 07:00:00,,,,Complete,Complete,,Executed,completed,2019-03-05 08:00:00,,,
SKIC SOLAR,885,2012-04-02 00:00:00,2012-04-02 07:00:00,COMPLETED,C05,Photovoltaic,,,Solar,,,10,,,10,Full Capacity,,Off-Peak Deliverability,,KERN,CA,PGAE,,Copus-Old River 70 kV line,2015-01-01 08:00:00,,,,Complete,Complete,,Executed,completed,2017-01-05 08:00:00,,,
WILDWOOD SOLAR 2,901,2012-04-02 00:00:00,2012-04-02 07:00:00,COMPLETED,C05,Photovoltaic,,,Solar,,,15,,,15,Full Capacity,,Off-Peak Deliverability,,KERN,CA,PGAE,,Semitropic-Midway 115 kV line,2015-12-20 08:00:00,,,,Complete,Complete,,Executed,completed,2017-01-11 08:00:00,,,
MOJAVE SOLAR,909,2012-04-02 00:00:00,2012-04-02 07:00:00,COMPLETED,C05,Solar Thermal,,,Solar,,,25,,,25,Energy Only,,Off-Peak Deliverability,,SAN BERNARDINO,CA,SCE,NOL,Sandlot Substation 220kV,2014-02-11 08:00:00,,,,Complete,Complete,,In Progress,completed,2015-10-22 07:00:00,,,
PASTORIA ENERGY FACILITY,911,2012-04-02 00:00:00,2012-04-02 07:00:00,COMPLETED,C05,Combined Cycle,,,Natural Gas,,,50,,,50,Full Capacity,,Off-Peak Deliverability,,KERN,CA,SCE,Northern,Pastoria Substation 220kV,2014-01-01 08:00:00,,,,Complete,Complete,,Executed,completed,2016-04-01 07:00:00,,,
LECU,945,2013-04-18 00:00:00,2013-04-30 07:00:00,COMPLETED,C06,Combined Cycle,,,Natural Gas,,,24,,,24,Full Capacity,,Off-Peak Deliverability,,SAN JOAQUIN,CA,PGAE,,Lodi STIG 230 kV Substation,2014-01-08 08:00:00,,,,Complete,Complete,,Executed,completed,2017-04-24 07:00:00,,,
NORTHERN ORCHARD SOLAR,946,2013-04-23 00:00:00,2013-04-30 07:00:00,COMPLETED,C06,Photovoltaic,Storage,,Solar,Battery,,100,92,,100,Partial Capacity,60,Off-Peak Deliverability,,KERN,CA,PGAE,Kern,Midway-Wheeler Ridge #2 230 kV Line,2015-12-01 08:00:00,,,,Complete,Complete,,Executed,completed,2025-04-22 07:00:00,,,
MESQUITE SOLAR 2,952,2013-04-29 00:00:00,2013-04-30 07:00:00,COMPLETED,C06,Photovoltaic,,,Solar,,,100.81,,,100.81,Partial Capacity,98,Off-Peak Deliverability,,MARICOPA,AZ,SDGE,,Hassayampa Common Bus 500 kV,2016-11-30 08:00:00,,,,Complete,Complete,,Executed,completed,2017-10-12 07:00:00,,,
FIFTH STANDARD SOLAR,954,2013-04-29 00:00:00,2013-04-30 07:00:00,COMPLETED,C06,Photovoltaic,Storage,,Solar,Battery,,150,117,,150,Partial Capacity,25,Off-Peak Deliverability,,FRESNO,CA,PGAE,Fresno,Gates Substation 230 kV,2016-07-01 07:00:00,,,,Complete,Complete,,Executed,completed,2023-09-30 07:00:00,,,
LOS MEDANOS ENERGY CENTER,963,2013-04-30 00:00:00,2013-04-30 07:00:00,COMPLETED,C06,Combustion Turbine,,,Natural Gas,,,72,,,72,Full Capacity,,Off-Peak Deliverability,,CONTRA COSTA,CA,PGAE,,Pittsburg Substation 115 kV bus,2014-01-03 08:00:00,,,,Complete,Complete,,Executed,completed,2019-03-04 08:00:00,,,
JAVA SOLAR,965,2013-04-30 00:00:00,2013-04-30 07:00:00,COMPLETED,C06,Photovoltaic,,,Solar,,,13.5,,,13.5,Full Capacity,,Off-Peak Deliverability,,KINGS,CA,PGAE,,Henrietta-GWF 115 kV Line,2016-10-01 07:00:00,,,,Complete,Complete,,Executed,completed,2022-11-18 08:00:00,,,
PALOMAR ENERGY CENTER 2,968,2013-04-30 00:00:00,2013-04-30 07:00:00,COMPLETED,C06,Combined Cycle,,,Natural Gas,,,35,,,35,Full Capacity,,Off-Peak Deliverability,,SAN DIEGO,CA,SDGE,,Palomar Energy Switchyard 230 kV,2015-03-01 08:00:00,,,,Complete,Complete,,Executed,completed,2021-07-30 07:00:00,,,
GARLAND,971,2013-04-30 00:00:00,2013-04-30 07:00:00,COMPLETED,C06,Photovoltaic,Storage,,Solar,Battery,,200,88,,200,Full Capacity,,Off-Peak Deliverability,,KERN,CA,SCE,Northern,Whirlwind Substation 220kV,2016-05-30 07:00:00,,,,Complete,Complete,,Executed,completed,2021-08-19 07:00:00,,,
SUNSHINE VALLEY SOLAR 2 ,994,2013-05-01 00:00:00,2013-04-30 07:00:00,COMPLETED,C06,Photovoltaic,,,Solar,,,50,,,50,Full Capacity,,Off-Peak Deliverability,,NYE,NV,VEA,,Valley Substation 138kV ,2016-12-31 08:00:00,,,,Complete,Complete,,Executed,completed,2019-12-18 08:00:00,,,
PEARBLOSSOM SOLAR,1003A,2014-08-07 00:00:00,2013-04-30 07:00:00,COMPLETED,C06,Photovoltaic,,,Solar,,,9.5,,,9.5,Full Capacity,,Off-Peak Deliverability,,LOS ANGELES,CA,SCE,Northern,Vincent Substation 230kV,2016-10-01 07:00:00,,,,,Complete,,Executed,completed,2016-12-29 08:00:00,,,
MERCED POWER,1005,2014-01-21 00:00:00,2014-03-11 07:00:00,COMPLETED,FT,Steam Turbine,,,Biofuel,,,0.5,,,0.5,Energy Only,,Off-Peak Deliverability,,MERCED,CA,PGAE,,Merced #1 70kV Line,2014-04-29 07:00:00,,,,,,,Executed,completed,2014-07-30 07:00:00,,,
DYER SUMMIT WIND REPOWER,1010,2014-04-28 00:00:00,2014-04-30 07:00:00,COMPLETED,C07,Wind Turbine,,,Wind Turbine,,,46.1,,,44.8,Full Capacity,,Off-Peak Deliverability,,SAN JOAQUIN,CA,PGAE,,Vasco-Herdlyn 60kV line,2015-12-01 08:00:00,,,,Complete,Complete,,Executed,completed,2022-04-05 07:00:00,,,
RICHMOND STEAM TURBINE,1016,2014-04-25 00:00:00,2014-04-30 07:00:00,COMPLETED,C07,Steam Turbine,,,Natural Gas,,,0.01,,,0,Energy Only,,Off-Peak Deliverability,,CONTRA COSTA,CA,PGAE,,Standard Oil Switching Station 115kV,2018-04-30 07:00:00,,,,Complete,Complete,,Executed,completed,2019-04-11 07:00:00,,,
BLACKBRIAR,1027,2014-05-01 00:00:00,2014-04-30 07:00:00,COMPLETED,C07,Storage,,,Battery,,,20,,,20,Full Capacity,,,,FRESNO,CA,PGAE,Fresno,Gates Substation 230kV,2016-06-01 07:00:00,,,,Complete,Complete,,Executed,completed,2023-09-15 07:00:00,,,
TRANQUILLITY 8,1032,2014-04-30 00:00:00,2014-04-30 07:00:00,COMPLETED,C07,Photovoltaic,,,Solar,,,206.2,,,200,Full Capacity,,Off-Peak Deliverability,,FRESNO,CA,PGAE,,Tranquillity Switchyard 230kV,2016-09-30 07:00:00,,,,Complete,Complete,,Executed,completed,2018-04-17 07:00:00,,,
MUSTANG 2,1036,2014-04-30 00:00:00,2014-04-30 07:00:00,COMPLETED,C07,Photovoltaic,,,Solar,,,153.4,,,150,Full Capacity,,Off-Peak Deliverability,,KINGS,CA,PGAE,,Mustang Switchyard 230 kV,2016-09-30 07:00:00,,,,Complete,Complete,,Executed,completed,2020-11-18 08:00:00,,,
ARLINGTON VALLEY SOLAR ENERGY 2,1040,2014-04-29 00:00:00,2014-04-30 07:00:00,COMPLETED,C07,Photovoltaic,,,Solar,,,127,,,127,Full Capacity,,Off-Peak Deliverability,,MARICOPA,AZ,SDGE,,Hassayampa Common Bus 500 kV,2014-01-03 08:00:00,,,,Complete,Complete,,Executed,completed,2014-01-03 08:00:00,,,
MESQUITE SOLAR 3,1053,2014-04-30 00:00:00,2014-04-30 07:00:00,COMPLETED,C07,Photovoltaic,,,Solar,,,152,,,152,Full Capacity,,Off-Peak Deliverability,,MARICOPA,AZ,SDGE,,Hassayampa Common Bus 500 kV,2019-11-30 08:00:00,,,,Complete,Complete,,Executed,completed,2019-10-17 07:00:00,,,
PIO PICO CAPACITY INCREASE (FKA PIO PICO ENERGY CENTER 2),1058,2014-04-30 00:00:00,2014-04-30 07:00:00,COMPLETED,C07,Combustion Turbine,,,Natural Gas,,,10,,,10,Full Capacity,,Off-Peak Deliverability,,SAN DIEGO,CA,SDGE,,Otay Mesa Switchyard 230 kV,2016-05-01 07:00:00,,,,Complete,Complete,,Executed,completed,2016-12-14 08:00:00,,,
VISTA ENERGY STORAGE,1061,2014-04-29 00:00:00,2014-04-30 07:00:00,COMPLETED,C07,Storage,,,Battery,,,20,,,20,Full Capacity,,Off-Peak Deliverability,,SAN DIEGO,CA,SDGE,,Melrose Substation 69 kV,2016-06-01 07:00:00,,,,Complete,Complete,,Executed,completed,2018-06-26 07:00:00,,,
BEAR CANYON ENERGY STORAGE,1097,2015-04-29 00:00:00,2015-04-30 07:00:00,COMPLETED,C08,Storage,,,Battery,,,13.25,,,13,Full Capacity,,,,LAKE,CA,PGAE,Northern,Geysers #12-Fulton 230 kV Line,2018-01-01 08:00:00,,,,Complete,Complete,,Executed,completed,2024-07-24 07:00:00,,,
CENTRAL 40,1103,2015-04-30 00:00:00,2015-04-30 07:00:00,COMPLETED,C08,Photovoltaic,,,Solar,,,40,,,40,Full Capacity,,Off-Peak Deliverability,,STANISLAUS,CA,PGAE,,Miller #1 115 kV line,2017-08-01 07:00:00,,,,Complete,Complete,,Executed,completed,2021-02-23 08:00:00,,,
NORTH CENTRAL VALLEY,1109,2015-04-30 00:00:00,2015-04-30 07:00:00,COMPLETED,C08,Storage,,,Battery,,,132,,,132,Full Capacity,,,,SAN JOAQUIN,CA,PGAE,Northern,Belotta 115 kV,2021-06-01 07:00:00,,,,Complete,Complete,,Executed,completed,2023-08-30 07:00:00,,,
BLACK DIAMOND ENERGY STORAGE,1111,2015-04-30 00:00:00,2015-04-30 07:00:00,COMPLETED,C08,Storage,,,Battery,,,200,,,200,Full Capacity,,,,CONTRA COSTA,CA,PGAE,,Pittsburgh Substation 230kV,2018-06-01 07:00:00,,,,Complete,Complete,,Executed,completed,2022-03-17 07:00:00,,,
ULTRAPOWER CHINESE STATION BESS,1116,2015-04-30 00:00:00,2015-04-30 07:00:00,COMPLETED,C08,Storage,,,Battery,,,10,,,10,Full Capacity,,,,TUOLUMNE,CA,PGAE,Northern,Melones-Curtis 115 kV Line,2017-03-31 07:00:00,,,,Complete,Complete,,Executed,completed,,,,
AQUAMARINE WESTSIDE,1117,2015-04-30 00:00:00,2015-04-30 07:00:00,COMPLETED,C08,Photovoltaic,,,Solar,,,250,,,250,Full Capacity,,Off-Peak Deliverability,,KINGS,CA,PGAE,,Gates Substation 230 kV,2019-06-18 07:00:00,,,,Complete,Complete,,Executed,completed,2021-12-08 08:00:00,,,
CHESTNUT WESTSIDE,1120,2015-04-30 00:00:00,2015-04-30 07:00:00,COMPLETED,C08,Photovoltaic,Storage,,Solar,Battery,,152,135,,150,Full Capacity,,Off-Peak Deliverability,Group A,KINGS,CA,PGAE,Fresno,Gates 230 kV,2021-04-19 07:00:00,,,,Complete,Complete,,Executed,completed,2023-12-14 08:00:00,,,
WESTLANDS ALMOND,1136,2015-04-30 00:00:00,2015-04-30 07:00:00,COMPLETED,C08,Photovoltaic,,,Solar,,,19.88,,,19.88,Energy Only,,Off-Peak Deliverability,,KINGS,CA,PGAE,Fresno,Kent 70 kV,2016-11-14 08:00:00,,,,Complete,Complete,,Executed,completed,2023-09-26 07:00:00,,,
WESTLANDS SOLAR BLUE,1139,2015-04-30 00:00:00,2015-04-30 07:00:00,COMPLETED,C08,Photovoltaic,Storage,,Solar,Battery,,252.04,225,,250,Full Capacity,,Off-Peak Deliverability,Group A,KINGS,CA,PGAE,Fresno,Gates 230 kV,2020-04-20 07:00:00,,,,Complete,Complete,,Executed,completed,2023-12-13 08:00:00,,,
SLATE,1158,2015-04-29 00:00:00,2015-04-30 07:00:00,COMPLETED,C08,Photovoltaic,Storage,,Solar,Battery,,308.5,308.7,,300,Full Capacity,,Off-Peak Deliverability,,KINGS,CA,PGAE,Fresno,Mustang Switching Station 230kV,2018-12-31 08:00:00,,,,Complete,Complete,,Executed,completed,2022-03-15 07:00:00,,,
GATEWAY ENERGY STORAGE,1170,2015-04-30 00:00:00,2015-04-30 07:00:00,COMPLETED,C08,Storage,,,Battery,,,250,,,250,Full Capacity,,,,SAN DIEGO,CA,,,Otay Mesa Switchyard 230 kV,2018-09-01 07:00:00,,,,Complete,Complete,,Executed,completed,2025-04-22 07:00:00,,,
MCFARLAND SOLAR,1171,2015-04-30 00:00:00,2015-04-30 07:00:00,COMPLETED,C08,Photovoltaic,Storage,,Solar,Battery,,500,435,,500,Partial Capacity,87,Off-Peak Deliverability,,YUMA,AZ,SDGE,,Hoodoo Wash Switchyard 500 kV,2018-12-31 08:00:00,,,,Complete,Complete,,Executed,completed,2025-04-09 07:00:00,,,
